tok,Freq
my mother,3
my opinion,3
myself to,3
name of,3
NBA in,3
nearly 20,3
nearly all,3
new law,3
new to,3
New Zealand,3
night we,3
night when,3
no chance,3
no more,3
no way,3
none of,3
North America,3
not anything,3
not for,3
not forced,3
not know,3
Not only,3
Notre Dame,3
now a,3
now and,3
Now I,3
now is,3
now we,3
of divine,3
of five,3
of gas,3
of government,3
of him,3
of justice,3
of life,3
of many,3
of mine,3
of more,3
of New,3
of one,3
of others,3
of school,3
of small,3
of software,3
of some,3
of students,3
Of the,3
of thought,3
of weeks,3
of year,3
off and,3
off my,3
oh so,3
olive oil,3
on I,3
on its,3
on public,3
on something,3
on stage,3
on them,3
on those,3
on Thursday,3
on top,3
on us,3
once the,3
only thing,3
opposes the,3
or all,3
or until,3
other and,3
other for,3
other hand,3
other reason,3
other side,3
other words,3
ought to,3
our country,3
our great,3
our house,3
our way,3
out how,3
out some,3
out that,3
Out you,3
owner of,3
part in,3
past that,3
people can,3
people I,3
percent from,3
percent off,3
perhaps the,3
Perhaps this,3
person in,3
picking up,3
picture of,3
pineapple and,3
place to,3
play the,3
play with,3
point during,3
political turmoil,3
pray for,3
president and,3
President Barack,3
pretty sure,3
priority is,3
probably just,3
process and,3
purpose of,3
put it,3
put out,3
put them,3
quite a,3
R I,3
re so,3
read about,3
read the,3
reading it,3
really a,3
really want,3
reason for,3
referred to,3
regardless of,3
required to,3
responsible for,3
restaurant and,3
result of,3
right I,3
rules to,3
run by,3
s an,3
s first,3
s good,3
s got,3
s hard,3
s The,3
safety and,3
said If,3
said It,3
said The,3
said to,3
saw the,3
say what,3
saying that,3
says that,3
season with,3
see where,3
see yourself,3
seems like,3
send you,3
set up,3
several of,3
several other,3
SH 16,3
share it,3
she has,3
she needs,3
she will,3
Sherwood Middle,3
should also,3
should have,3
show what,3
show you,3
signs of,3
similar to,3
since he,3
so easy,3
So far,3
so great,3
So he,3
So now,3
so sweet,3
so we,3
So when,3
Some of,3
Some people,3
some pretty,3
Somerset County,3
something more,3
something to,3
song for,3
spokesman for,3
start to,3
started to,3
state has,3
state of,3
stick with,3
stop by,3
stop it,3
strong and,3
students have,3
Super Bowl,3
support for,3
support from,3
sweet and,3
system of,3
t believe,3
t like,3
t make,3
t see,3
t seem,3
t the,3
t work,3
take place,3
take the,3
take them,3
taking a,3
team s,3
telling the,3
tend to,3
terms of,3
than 40,3
than I,3
than that,3
than we,3
thanks to,3
Thanks to,3
that although,3
that being,3
that deja,3
That is,3
that Jesus,3
that led,3
that make,3
that means,3
that night,3
that of,3
that to,3
that when,3
That would,3
the 2,3
the 2012,3
the 2nd,3
the ability,3
the Air,3
the American,3
the authors,3
The Band,3
the base,3
the bay,3
the beautiful,3
the bed,3
The bill,3
the border,3
the brain,3
the brewery,3
the budget,3
the building,3
the buttons,3
the card,3
the center,3
the challenge,3
the chicken,3
the children,3
the chocolate,3
the coffee,3
the cost,3
the council,3
The county,3
the damage,3
the deal,3
the death,3
the deck,3
the dough,3
the earlier,3
the edge,3
the face,3
the few,3
the fourth,3
the good,3
the great,3
the greater,3
the hard,3
the head,3
the heart,3
the heat,3
the high,3
the Humane,3
the invention,3
the kingdom,3
the largest,3
the late,3
the league,3
the list,3
the live,3
the long,3
the look,3
the magazine,3
the mechanical,3
the media,3
the message,3
the Middle,3
the month,3
the mood,3
The more,3
the museum,3
The name,3
the National,3
The National,3
The New,3
The one,3
The only,3
the opening,3
the particular,3
the path,3
the perfect,3
the person,3
the pie,3
the police,3
the pot,3
the problem,3
The problem,3
the program,3
the rain,3
the region,3
the road,3
the RT,3
The second,3
the series,3
The show,3
the situation,3
the song,3
the sound,3
the start,3
the Suns,3
the tent,3
the town,3
the true,3
The two,3
the typical,3
the use,3
the van,3
the violence,3
the vote,3
the warm,3
the water,3
the White,3
the wind,3
the woods,3
the words,3
the work,3
their blood,3
their lives,3
their way,3
them are,3
them for,3
them I,3
them with,3
then it,3
Then it,3
there but,3
there to,3
There were,3
these days,3
these people,3
They are,3
they don,3
they get,3
They had,3
They have,3
they needed,3
thing I,3
things are,3
things off,3
think there,3
think you,3
thinking of,3
this afternoon,3
this article,3
this case,3
this country,3
this evening,3
This morning,3
This weekend,3
this will,3
This year,3
those of,3
though he,3
though I,3
thought I,3
thought of,3
thought to,3
thousands of,3
three days,3
three games,3
three weeks,3
through this,3
time but,3
time is,3
time there,3
times and,3
to 2,3
to 4,3
to avoid,3
to bed,3
to better,3
to call,3
to celebrate,3
to discuss,3
to eat,3
to escape,3
to feel,3
to figure,3
to fill,3
to further,3
to happen,3
to hold,3
to improve,3
to introduce,3
to kill,3
to listen,3
to maintain,3
To make,3
to miss,3
to point,3
to promote,3
to repair,3
to sell,3
to spend,3
to support,3
to their,3
to trust,3
to turn,3
together a,3
tomorrow is,3
tonight at,3
took it,3
took some,3
top priority,3
topped with,3
total of,3
tour of,3
transformed into,3
trip to,3
try it,3
Tuesday s,3
turn to,3
turned out,3
TV shows,3
two people,3
u know,3
understand that,3
up I,3
up some,3
up there,3
us a,3
US Fidelis,3
us how,3
us know,3
use a,3
used a,3
used for,3
value of,3
variety of,3
ve ever,3
ve spent,3
very different,3
very important,3
vice president,3
video games,3
violence and,3
violence in,3
Wall Street,3
was all,3
was always,3
was arrested,3
was found,3
was he,3
was later,3
was much,3
was named,3
was off,3
was that,3
was there,3
was too,3
was trying,3
Washington DC,3
watch the,3
way for,3
way you,3
ways and,3
We both,3
we could,3
we did,3
we just,3
we should,3
we want,3
We want,3
week after,3
week of,3
week that,3
week to,3
weeks after,3
well get,3
well have,3
well in,3
went into,3
went out,3
were a,3
were all,3
were in,3
what do,3
what happened,3
What if,3
what that,3
When he,3
When I,3
where it,3
where she,3
where we,3
whether he,3
whether or,3
which have,3
which it,3
which sent,3
which she,3
which we,3
which will,3
which would,3
which you,3
while but,3
while I,3
while the,3
While the,3
White House,3
who can,3
who did,3
who I,3
who wants,3
who would,3
why do,3
Why do,3
why the,3
will come,3
will give,3
will go,3
will need,3
will start,3
will take,3
With a,3
with all,3
with everything,3
with more,3
with such,3
with two,3
without the,3
women are,3
wondered if,3
work and,3
worked hard,3
Working on,3
world of,3
World War,3
worried about,3
would choose,3
would do,3
Would you,3
wound up,3
writing and,3
year in,3
year with,3
years after,3
years for,3
York City,3
you a,3
you actually,3
you at,3
you enjoyed,3
you feel,3
you from,3
You have,3
you may,3
You may,3
you need,3
you never,3
you now,3
you on,3
you out,3
you really,3
you should,3
You should,3
you take,3
You will,3
young man,3
your kids,3
your mother,3
your needs,3
-2,2
#NAME?,2
#NAME?,2
#NAME?,2
#NAME?,2
#NAME?,2
#NAME?,2
#NAME?,2
#NAME?,2
#NAME?,2
‰ÛÒ after,2
‰ÛÒ but,2
‰ÛÓ including,2
‰ÛÓ it,2
‰ÛÓ not,2
‰ÛÓ that,2
‰ÛÓ the,2
‰ÛÓ Wilson,2
‰Û÷is a,2
‰ÛÏ For,2
‰ÛÏD and,2
‰ÛÏWhen we,2
‰Ûù a,2
‰Ûù Jack,2
& I,2
& Rescue,2
0,2
$1 000,2
$1 billion,2
$2 million,2
0 7,2
1 500,2
1 minute,2
1:00 PM,2
1 that,2
å_ tsp,2
10 and,2
10:00 PM,2
11:00 PM,2
16 27,2
1994 Topps,2
2 00,2
2 5k,2
2 6,2
2 hours,2
2 the,2
2 to,2
2 weeks,2
20 and,2
20 percent,2
20 years,2
2008 at,2
2010 and,2
2010 the,2
2011 from,2
21 hits,2
25 years,2
3 2,2
3 at,2
3 counts,2
3 I,2
30 days,2
30 minutes,2
30 of,2
30 years,2
4 million,2
4 The,2
40 years,2
5 hydrogen,2
5 million,2
5 sacks,2
5 times,2
50 that,2
6 of,2
7 00,2
7 30,2
7 9,2
80 percent,2
9 000,2
9 30,2
9:00 AM,2
9 points,2
a 10-year,2
A 15,2
a baby,2
a Baby,2
a background,2
a big-time,2
a birthday,2
a blanket,2
a blessing,2
a blog,2
a bloody,2
a bowl,2
a brief,2
a campaign,2
a case,2
a casket,2
a challenge,2
a choice,2
a city,2
a civil,2
a classic,2
a Cleveland,2
a close,2
a coach,2
a comment,2
a compact,2
a completely,2
a contract,2
a cow,2
a crime,2
a crowd,2
a current,2
a cut,2
a cute,2
a date,2
a daunting,2
a deal,2
a decade,2
a deep,2
a deity,2
a dozen,2
a fabulous,2
a factor,2
a familiar,2
a family,2
a fat,2
a favor,2
a fever,2
a firm,2
a flea,2
a former,2
a frequent,2
a full-time,2
a function,2
a future,2
a gallon,2
a German,2
a glass,2
a glimpse,2
a growing,2
a half,2
a hand,2
a hard,2
a hearing,2
a hero,2
a high,2
a higher,2
a hill,2
a human,2
A It,2
a job,2
a kind,2
a leader,2
a legitimate,2
a license,2
a life,2
a long-term,2
A lot,2
A M,2
a marketing,2
a matter,2
a member,2
a metaphor,2
a mile,2
a mix,2
a mom,2
a moment,2
a monthly,2
a movie,2
a name,2
a neighbor,2
a neighborhood,2
A new,2
a news,2
A No,2
a pair,2
a patient,2
a peaceful,2
a person‰Ûªs,2
a pic,2
a pint,2
a Playtex,2
a post,2
a power,2
a pretty,2
a primary,2
a process,2
a professional,2
a quarter,2
a quick,2
a random,2
a rather,2
a really,2
a rectangle,2
a release,2
a reporter,2
a review,2
a right,2
a road,2
a sap,2
a Saturday,2
a season,2
a series,2
a serious,2
a set,2
a sheet,2
a shot,2
a shout,2
a show,2
a silent,2
a sneak,2
a song,2
a spokesman,2
a stamp,2
a state,2
a stranger,2
a super,2
a surge,2
a surprise,2
a team,2
a team-high,2
a terrorist,2
a text,2
a thoughtful,2
a toss,2
a tough,2
a tour,2
a train,2
a trip,2
a twitter,2
a two,2
a two-run,2
a variety,2
a warm,2
a weakness,2
a win,2
A With,2
a woman,2
a writer,2
abducted by,2
aboard the,2
about ‰Ûù,2
about 16,2
about 5,2
about all,2
about anything,2
about because,2
about being,2
about from,2
about is,2
about making,2
about me,2
about my,2
about people,2
about something,2
about that,2
about these,2
about three,2
about today,2
above the,2
accountable to,2
across as,2
across from,2
actors in,2
add I,2
added the,2
afraid to,2
after 16,2
after being,2
After he,2
after his,2
after she,2
After that,2
afternoon and,2
again said,2
again soon,2
against his,2
age is,2
age of,2
AGL Resources,2
ago ‰Ûù,2
ago the,2
agree on,2
agree that,2
agree with,2
aimed at,2
air and,2
all a,2
all agree,2
all by,2
all have,2
all in,2
all mine,2
All of,2
all other,2
all people,2
all that,2
all their,2
all these,2
All these,2
all time,2
all who,2
All you,2
all your,2
allow the,2
almost throughout,2
already and,2
also available,2
also could,2
also had,2
Also in,2
also saw,2
also says,2
also you,2
although the,2
always a,2
am at,2
am grateful,2
am I,2
am proud,2
am really,2
am still,2
amazing and,2
amazing I,2
Amazon was,2
ammonium hydroxide,2
an additional,2
an air,2
an almost,2
an American,2
an angel,2
an army,2
an atmosphere,2
an average,2
an awesome,2
an earlier,2
an effective,2
an elaborate,2
an emergency,2
an emphasis,2
an end,2
an estimated,2
an excellent,2
an exhibition,2
an eye,2
an hour,2
an important,2
an individual,2
an investment,2
an official,2
an opening,2
an opportunity,2
An upcoming,2
an upper,2
and 10,2
and 16,2
and actually,2
and adapt,2
and again,2
and any,2
and appeared,2
and asked,2
and attended,2
and barking,2
and bars,2
and be,2
and beat,2
and breakfast,2
and can,2
and cash,2
and Children,2
and clearly,2
and color,2
and cookies,2
and credit,2
and culture,2
and decided,2
and delicious,2
and Denver,2
and develop,2
and didn‰Ûªt,2
and died,2
and don,2
And don‰Ûªt,2
and each,2
and eat,2
And even,2
and evil,2
and family,2
and fill,2
and find,2
and five,2
and follow,2
And for,2
and Forgotten,2
and France,2
and frizz,2
and from,2
and go,2
and goes,2
and going,2
and got,2
and grew,2
and happy,2
and heart,2
and her,2
and here,2
and history,2
and I‰Ûªm,2
and I‰Ûªve,2
and instead,2
and it‰Ûªs,2
and kept,2
and knew,2
and learn,2
and leave,2
and led,2
and less,2
and let,2
and local,2
and lots,2
and making,2
and May,2
and mother,2
and move,2
And my,2
and nearly,2
and nine,2
and no,2
and once,2
and our,2
and over,2
and overall,2
and pass,2
and pay,2
and people,2
and pepper,2
and plans,2
and politics,2
and prairies,2
and pray,2
and public,2
and putting,2
and ran,2
and raspberries,2
and read,2
and really,2
and Recreation,2
and remember,2
and respect,2
and rewrite,2
and rules,2
and running,2
and save,2
and security,2
and see,2
and set,2
and sharing,2
and six,2
and soon,2
and start,2
and state,2
and stop,2
and such,2
and support,2
and talk,2
And the,2
And The,2
and things,2
and those,2
and Thursdays,2
and told,2
and truly,2
and trying,2
and TV,2
and ultimately,2
and up,2
and using,2
and visit,2
and walked,2
And we,2
and while,2
and who,2
And why,2
and work,2
And you‰Ûªre,2
Angeles and,2
angustifolia common,2
anniversary of,2
annual White,2
another dog,2
Another is,2
any form,2
any kind,2
any more,2
any point,2
any time,2
anymore so,2
Anyone else,2
anyone wanna,2
anything but,2
anything political,2
AP --,2
apartment in,2
applied they,2
approach to,2
approval from,2
4-Apr,2
are all,2
are also,2
are always,2
are common,2
are going,2
are likely,2
are more,2
are now,2
are on,2
are possible,2
are pretty,2
are right,2
are running,2
are safe,2
are supposed,2
are there,2
are tired,2
are under,2
are very,2
are viewed,2
are what,2
are with,2
aren‰Ûªt doing,2
around and,2
around I,2
around to,2
arrested and,2
arrested for,2
arrived in,2
arriving in,2
as being,2
as everyone,2
as fuck,2
as his,2
as i,2
as if,2
as many,2
As much,2
As one,2
as part,2
as possible,2
as soon,2
as that,2
ask him,2
asked about,2
asked for,2
asked my,2
asked the,2
asked them,2
asking if,2
asparagus and,2
assembling a,2
assigned to,2
assists and,2
Association of,2
assume that,2
at 8,2
at both,2
at City,2
at last,2
At one,2
at school,2
at some,2
at Texas,2
at them,2
at these,2
at this,2
at those,2
at you,2
atheists and,2
atop a,2
attempted to,2
attended the,2
attention of,2
audience at,2
authors in,2
authors that,2
available for,2
average of,2
average price,2
away for,2
away to,2
awesome Thanks,2
awhile since,2
B ‰ÛÓ,2
back from,2
back home,2
Back to,2
back with,2
Bake for,2
balance between,2
banana bread,2
bank account,2
Baptist Church,2
bar Reservations,2
barriers that,2
bathroom on,2
Bay Area,2
be about,2
be aggressive,2
be bad,2
be considered,2
be done,2
be expected,2
be good,2
be held,2
be interested,2
be like,2
be made,2
be moving,2
be no,2
be ok,2
be open,2
be out,2
be playing,2
be president,2
be reported,2
be shared,2
be so,2
be sold,2
be some,2
be strong,2
be sure,2
be taken,2
be when,2
be your,2
beautiful and,2
beautiful to,2
beauty and,2
because I‰Ûªm,2
because if,2
Because in,2
because my,2
because she,2
because something,2
Because the,2
because you,2
becomes the,2
becoming more,2
bed &,2
been an,2
been awhile,2
been given,2
been hacked,2
been made,2
been making,2
been released,2
been reported,2
been researching,2
been shown,2
been talking,2
been trying,2
been used,2
been using,2
been very,2
before I,2
before they,2
before you,2
began in,2
begin the,2
beginning for,2
begins at,2
behalf of,2
behavior that,2
behind them,2
being arrested,2
being fired,2
being in,2
being saved,2
believe I,2
believe the,2
believe you,2
believed in,2
believed the,2
believed to,2
belonged to,2
below cost,2
Below is,2
beneath the,2
benefit of,2
best consumed,2
best friend,2
best I,2
best not,2
best of,2
best player,2
best thing,2
better be,2
between Robin,2
big and,2
big day,2
big deal,2
big fellows,2
big time,2
Bill Clinton,2
bill is,2
bill to,2
bill would,2
billion in,2
bin Laden,2
bipartisan support,2
birthday girl,2
bit I,2
bits and,2
black and,2
blanket and,2
blind to,2
blog about,2
blog if,2
bloke from,2
Blood is,2
blood pressure,2
board and,2
body is,2
book about,2
Book Club,2
book for,2
book I,2
book in,2
books are,2
books were,2
boost your,2
born in,2
both 2,2
Both are,2
both teams,2
bothered to,2
bottles and,2
brain and,2
brain damage,2
brewery s,2
bring a,2
bring attention,2
bring the,2
Britt said,2
brought him,2
brought it,2
Brown s,2
bucket list,2
budget issues,2
budget to,2
building in,2
built in,2
busy to,2
but a,2
But after,2
but are,2
but at,2
But at,2
But here,2
but if,2
But in,2
but is,2
but isn,2
but leave,2
but no,2
but one,2
but really,2
but she,2
but their,2
but then,2
but there,2
But things,2
but this,2
But while,2
But with,2
But you,2
buy into,2
by being,2
by far,2
by going,2
by his,2
by Israel,2
by it,2
by its,2
by making,2
by no,2
by phone,2
by selling,2
by those,2
by U,2
by using,2
called a,2
called to,2
calls for,2
Cam was,2
came from,2
came home,2
came up,2
Camp for,2
can access,2
can all,2
can continue,2
can cost,2
can find,2
can get,2
can go,2
can have,2
can help,2
can I,2
can never,2
can not,2
can only,2
can tell,2
can use,2
can we,2
Can we,2
car and,2
card and,2
card this,2
